_init,basic@000110c8, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 3
FUN_000110f0,basic@000110f0, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, 2, 2
FUN_00011210,basic@00011210, 5, 1, 0, 1, 1, 2, 0, 0, 0, 0, 3, 2
FUN_00011300,basic@00011300, 5, 1, 0, 1, 1, 2, 0, 0, 0, 0, 3, 3
free_pattern_chain,basic@000113e0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
free_pattern_chain,basic@000113fa, 4, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 1
free_pattern_chain,basic@00011434, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1
free_pattern_chain,basic@000113fe, 6, 0, 0, 1, 0, 2, 0, 1, 2, 0, 5, 3
free_pattern_chain,basic@00011407, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0
free_pattern_chain,basic@00011413, 5, 0, 0, 1, 0, 1, 1, 1, 1, 0, 3, 1
free_pattern_chain,basic@0001141a, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0
free_pattern_chain,basic@00011424, 5, 0, 0, 1, 1, 1, 2, 0, 0, 0, 1, 0
compile_pattern,basic@0001143c, 8, 1, 0, 0, 0, 6, 0, 0, 1, 0, 6, 2
compile_pattern,basic@00011479, 4, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 1
compile_pattern,basic@00011479, 6, 1, 0, 1, 0, 2, 0, 1, 1, 0, 5, 4
compile_pattern,basic@0001147b, 8, 1, 0, 1, 0, 2, 1, 1, 1, 1, 4, 3
compile_pattern,basic@0001148e, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 1
compile_pattern,basic@0001149c, 12, 0, 0, 1, 1, 1, 6, 1, 2, 0, 9, 2
compile_pattern,basic@000114b6, 9, 0, 0, 1, 1, 0, 6, 1, 0, 0, 7, 4
compile_pattern,basic@000114c7, 4, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 2
compile_pattern,basic@000114d1, 48, 1, 0, 1, 2, 8, 27, 1, 8, 0, 40, 21
compile_pattern,basic@0001152f, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0
compile_pattern,basic@00011532, 4, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 1
compile_pattern,basic@00011532, 9, 3, 0, 1, 0, 2, 0, 1, 2, 0, 7, 4
compile_pattern,basic@00011534, 8, 1, 0, 1, 0, 3, 1, 1, 1, 0, 2, 1
compile_pattern,basic@00011542, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
compile_pattern,basic@00011546, 6, 0, 0, 1, 0, 3, 1, 1, 0, 0, 1, 3
compile_pattern,basic@00011573, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
compile_pattern,basic@00011596, 8, 0, 0, 0, 1, 1, 4, 0, 2, 0, 11, 3
compile_pattern,basic@000115cc, 4, 0, 0, 1, 0, 1, 1, 1, 0, 0, 2, 1
compile_pattern,basic@000115d4, 5, 2, 0, 1, 0, 1, 0, 1, 0, 0, 3, 0
compile_pattern,basic@000115ff, 11, 1, 0, 1, 0, 5, 4, 0, 0, 0, 9, 1
compile_pattern,basic@000115ec, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
compile_pattern,basic@0001160a, 11, 1, 0, 1, 0, 5, 4, 0, 0, 0, 9, 1
compile_pattern,basic@000115f1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
compile_pattern,basic@00011615, 10, 1, 0, 0, 0, 5, 4, 0, 0, 0, 9, 1
compile_pattern,basic@000115f4, 11, 1, 0, 1, 0, 5, 4, 0, 0, 0, 9, 1
compile_pattern,basic@0001161e, 6, 0, 0, 0, 0, 3, 2, 0, 1, 0, 3, 2
compile_pattern,basic@000115d1, 4, 1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 1
compile_pattern,basic@0001157d, 7, 0, 0, 1, 0, 6, 0, 0, 0, 0, 1, 3
compile_pattern,basic@00011554, 5, 0, 0, 1, 0, 4, 0, 0, 0, 0, 1, 2
compile_pattern,basic@0001162f, 16, 0, 0, 0, 1, 1, 14, 0, 0, 0, 6, 5
compile_pattern,basic@00011484, 6, 0, 0, 1, 0, 1, 4, 0, 0, 0, 1, 1
compile_pattern,basic@00011644, 10, 1, 0, 1, 0, 2, 5, 1, 0, 0, 2, 3
compile_pattern,basic@00011654, 5, 0, 0, 0, 1, 1, 3, 0, 0, 0, 3, 0
compile_pattern,basic@00011659, 7, 0, 0, 1, 0, 3, 3, 0, 0, 0, 1, 4
read_pattern_file,basic@00011664, 7, 1, 0, 1, 0, 4, 0, 1, 0, 0, 5, 2
read_pattern_file,basic@000116a0, 4, 0, 0, 1, 0, 1, 0, 1, 1, 0, 4, 4
read_pattern_file,basic@000116ca, 16, 0, 0, 1, 1, 3, 9, 1, 1, 0, 13, 5
read_pattern_file,basic@000116ea, 26, 0, 0, 1, 3, 3, 19, 0, 0, 0, 23, 6
read_pattern_file,basic@000116a6, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0
read_pattern_file,basic@000116bc, 12, 0, 0, 1, 0, 1, 9, 0, 1, 0, 2, 2
read_pattern_file,basic@00011745, 18, 0, 0, 1, 1, 0, 15, 1, 0, 0, 9, 2
read_pattern_file,basic@000117f4, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1
read_pattern_file,basic@00011804, 7, 0, 0, 0, 1, 1, 5, 0, 0, 0, 6, 1
read_pattern_file,basic@00011760, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0
read_pattern_file,basic@00011767, 4, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 1
read_pattern_file,basic@00011767, 9, 4, 0, 1, 0, 2, 0, 1, 1, 0, 6, 4
read_pattern_file,basic@00011769, 6, 1, 0, 1, 0, 0, 1, 0, 2, 1, 3, 2
read_pattern_file,basic@00011733, 10, 0, 0, 1, 0, 0, 8, 1, 0, 0, 0, 0
read_pattern_file,basic@00011720, 22, 4, 1, 1, 1, 6, 7, 1, 1, 0, 16, 4
read_pattern_file,basic@00011732, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1
read_pattern_file,basic@00011737, 12, 1, 0, 1, 0, 1, 8, 1, 0, 0, 5, 3
read_pattern_file,basic@00011771, 16, 0, 0, 1, 1, 2, 11, 1, 0, 0, 14, 14
read_pattern_file,basic@00011789, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 1
read_pattern_file,basic@00011792, 6, 0, 0, 1, 0, 1, 4, 0, 0, 0, 5, 1
read_pattern_file,basic@000117b8, 18, 0, 0, 1, 1, 1, 14, 1, 0, 0, 10, 3
read_pattern_file,basic@00011782, 7, 0, 0, 1, 0, 1, 5, 0, 0, 0, 1, 1
read_pattern_file,basic@00011818, 11, 1, 0, 1, 0, 2, 6, 1, 0, 0, 2, 4
read_pattern_file,basic@00011828, 5, 0, 0, 0, 1, 0, 4, 0, 0, 0, 4, 0
read_pattern_file,basic@0001182d, 10, 0, 0, 1, 0, 4, 5, 0, 0, 0, 1, 4
read_pattern_file,basic@000117d4, 12, 0, 0, 1, 0, 4, 4, 1, 2, 0, 12, 3
read_pattern_file,basic@000117e5, 6, 0, 0, 1, 0, 1, 4, 0, 0, 0, 5, 0
main,basic@00011840, 69, 1, 0, 1, 1, 7, 56, 1, 2, 0, 64, 2
main,basic@000122d8, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0
main,basic@0001189e, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@000118c2, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
main,basic@000118cb, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0
main,basic@000118a0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
main,basic@000122c7, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0
main,basic@000118a9, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
main,basic@00011bfd, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0
main,basic@000118b4, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0
main,basic@000118d7, 4, 0, 0, 1, 0, 1, 1, 1, 0, 0, 2, 2
main,basic@000118ee, 5, 0, 0, 1, 0, 2, 0, 1, 1, 0, 5, 1
main,basic@00011900, 4, 0, 0, 1, 0, 1, 0, 1, 1, 0, 4, 3
main,basic@0001190c, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0
main,basic@0001191d, 61, 0, 0, 1, 0, 1, 58, 1, 0, 0, 1, 1
main,basic@00011925, 6, 0, 0, 1, 0, 2, 0, 1, 2, 0, 6, 5
main,basic@00011ce5, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0
main,basic@00011950, 62, 1, 0, 1, 0, 1, 58, 1, 0, 0, 1, 2
main,basic@00011965, 4, 0, 0, 1, 0, 2, 0, 0, 1, 0, 2, 1
main,basic@0001197e, 4, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 1
main,basic@00011970, 7, 0, 0, 1, 0, 2, 0, 1, 3, 0, 7, 3
main,basic@00011c10, 55, 0, 0, 0, 1, 2, 51, 0, 1, 0, 55, 2
main,basic@00011982, 6, 0, 0, 1, 0, 2, 0, 1, 2, 0, 6, 4
main,basic@00011ff0, 3, 0, 0, 1, 0, 2, 0, 0, 0, 0, 2, 2
main,basic@0001199c, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0
main,basic@00011c50, 68, 4, 1, 1, 1, 4, 56, 1, 0, 0, 62, 3
main,basic@00011c7b, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2
main,basic@000119a8, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@00011fb0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1
main,basic@000119b0, 116, 0, 0, 1, 1, 1, 112, 1, 0, 0, 58, 1
main,basic@000119d0, 5, 0, 0, 1, 0, 2, 0, 1, 1, 0, 3, 2
main,basic@000119da, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2
main,basic@00011ce7, 64, 0, 0, 1, 1, 3, 56, 1, 2, 0, 64, 3
main,basic@00011d0e, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@00011d1c, 3, 0, 0, 1, 0, 1, 0, 0, 1, 0, 2, 1
main,basic@00011e06, 175, 0, 0, 1, 2, 4, 166, 1, 1, 0, 115, 3
main,basic@00011e80, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2
main,basic@00011ff9, 60, 0, 0, 1, 1, 1, 56, 1, 0, 0, 57, 2
main,basic@00012013, 3, 0, 0, 1, 0, 2, 0, 0, 0, 0, 2, 1
main,basic@00011e88, 8, 0, 0, 1, 0, 2, 0, 1, 2, 2, 3, 6
main,basic@00012030, 58, 0, 0, 1, 1, 1, 55, 0, 0, 0, 55, 0
main,basic@00011ea6, 59, 0, 0, 1, 0, 1, 56, 1, 0, 0, 0, 1
main,basic@00011eae, 61, 0, 0, 1, 1, 2, 56, 1, 0, 0, 57, 2
main,basic@00011ec9, 5, 0, 0, 1, 0, 2, 0, 1, 1, 0, 3, 1
main,basic@00012b4e, 3, 0, 0, 1, 0, 1, 0, 0, 1, 0, 3, 3
main,basic@00011ede, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1
main,basic@00011e33, 65, 0, 0, 1, 1, 3, 55, 1, 2, 2, 59, 6
main,basic@00011d40, 5, 0, 0, 1, 0, 1, 0, 1, 1, 1, 2, 4
main,basic@00011e64, 58, 0, 0, 1, 1, 1, 55, 0, 0, 0, 55, 0
main,basic@00011d5f, 242, 1, 0, 1, 3, 6, 222, 1, 8, 0, 185, 18
main,basic@00011dce, 62, 0, 0, 1, 1, 3, 56, 1, 0, 0, 57, 2
main,basic@00011ef0, 59, 0, 0, 1, 0, 1, 56, 1, 0, 0, 2, 3
main,basic@00011f00, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2
main,basic@00012079, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0
main,basic@00011f0e, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 1
main,basic@00011f19, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 4
main,basic@00011f28, 62, 0, 0, 1, 0, 1, 58, 1, 1, 0, 3, 2
main,basic@00011f39, 3, 0, 0, 0, 0, 2, 0, 0, 1, 0, 3, 2
main,basic@00011f46, 64, 0, 0, 1, 0, 1, 61, 1, 0, 0, 1, 1
main,basic@00011c7f, 64, 0, 0, 1, 0, 1, 61, 1, 0, 0, 2, 1
main,basic@000119de, 63, 1, 0, 1, 0, 0, 60, 1, 0, 0, 2, 1
main,basic@000119ea, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
main,basic@00011f6b, 6, 0, 0, 1, 0, 3, 0, 1, 1, 0, 3, 0
main,basic@0001208a, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0
main,basic@00011f77, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
main,basic@00011f80, 61, 0, 0, 1, 1, 2, 56, 1, 0, 0, 58, 2
main,basic@00011fa1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1
main,basic@000119f3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
main,basic@00011a01, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@000123d0, 4, 0, 0, 0, 0, 3, 0, 0, 1, 0, 3, 1
main,basic@00011a12, 4, 1, 0, 0, 0, 2, 0, 0, 1, 0, 3, 1
main,basic@00011c8e, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
main,basic@00011c97, 172, 0, 0, 1, 2, 8, 156, 1, 4, 0, 168, 6
main,basic@00011ccb, 49, 0, 0, 1, 0, 3, 44, 0, 1, 0, 49, 1
main,basic@00011fb5, 62, 0, 0, 1, 0, 0, 60, 1, 0, 0, 1, 0
main,basic@00011fbb, 117, 0, 0, 1, 1, 9, 100, 1, 5, 0, 114, 6
main,basic@00011fdd, 6, 0, 0, 1, 0, 4, 0, 1, 0, 0, 3, 1
main,basic@00011fe9, 46, 0, 0, 1, 0, 1, 44, 0, 0, 0, 45, 0
main,basic@00011a33, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
main,basic@000120be, 63, 0, 0, 1, 1, 3, 56, 1, 1, 0, 60, 2
main,basic@000120d6, 97, 0, 0, 1, 0, 6, 88, 1, 1, 0, 96, 5
main,basic@000123a5, 95, 0, 0, 1, 0, 5, 88, 0, 1, 0, 93, 3
main,basic@000120f1, 96, 0, 0, 1, 0, 6, 88, 0, 1, 0, 94, 3
main,basic@00011a3c, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@00012054, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 1
main,basic@00012062, 6, 0, 0, 1, 0, 0, 4, 1, 0, 0, 1, 1
main,basic@00012062, 15, 7, 0, 1, 0, 4, 0, 1, 2, 0, 9, 4
main,basic@00012064, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0
main,basic@000120ff, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0
main,basic@00012110, 6, 0, 0, 1, 0, 0, 4, 1, 0, 0, 1, 1
main,basic@00012110, 15, 7, 0, 1, 0, 4, 0, 1, 2, 0, 9, 4
main,basic@00012112, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0
main,basic@00012220, 63, 0, 0, 1, 1, 4, 56, 1, 0, 0, 58, 2
main,basic@00012469, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1
main,basic@0001223e, 3, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0
main,basic@00012118, 4, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 1
main,basic@0001206a, 4, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 1
main,basic@00011a45, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0
main,basic@0001209b, 107, 0, 0, 1, 1, 4, 100, 0, 1, 0, 103, 1
main,basic@00011a51, 50, 0, 0, 0, 0, 5, 44, 0, 1, 0, 47, 0
main,basic@00011f54, 119, 0, 0, 1, 1, 3, 113, 0, 1, 0, 58, 1
main,basic@00011a5c, 59, 1, 0, 1, 0, 0, 56, 1, 0, 0, 1, 4
main,basic@00011a73, 5, 0, 0, 1, 0, 2, 0, 1, 1, 0, 4, 0
main,basic@00011a81, 6, 0, 0, 1, 0, 3, 0, 1, 1, 0, 4, 3
main,basic@00011dee, 62, 0, 0, 1, 0, 2, 55, 1, 3, 0, 7, 3
main,basic@00012b34, 55, 0, 0, 1, 0, 3, 50, 0, 1, 0, 3, 1
main,basic@000123df, 253, 0, 0, 1, 3, 46, 203, 0, 0, 0, 153, 4
main,basic@00012b62, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1
main,basic@00011a8d, 58, 0, 0, 1, 0, 0, 56, 1, 0, 0, 1, 1
main,basic@00012bf2, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@00011c3c, 198, 0, 0, 1, 2, 44, 151, 0, 0, 0, 101, 2
main,basic@00011a9a, 58, 0, 0, 1, 0, 0, 56, 1, 0, 0, 1, 1
main,basic@00011aa4, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@00011aae, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
main,basic@00011ab4, 3, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1
main,basic@00011abe, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
main,basic@00011ac4, 4, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 1
main,basic@000123b1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@000123be, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@00011ad2, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@00011ae0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
main,basic@00012bd0, 202, 0, 0, 1, 3, 47, 151, 0, 0, 0, 156, 5
main,basic@00011aee, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1
main,basic@00011af8, 4, 0, 0, 1, 0, 1, 1, 1, 0, 0, 2, 2
main,basic@00012b8f, 60, 0, 0, 1, 1, 1, 56, 1, 0, 0, 58, 3
main,basic@00012c04, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1
main,basic@00012bab, 61, 0, 0, 1, 1, 2, 56, 1, 0, 0, 59, 5
