outgoing, _init, call_weak_fn
outgoing, open_file_for_reading, __errno_location
outgoing, open_file_for_reading, fprintf
outgoing, open_file_for_reading, strerror
outgoing, open_file_for_reading, exit
outgoing, main, read_and_plot_file
outgoing, main, list_fonts
outgoing, main, free
outgoing, main, plot_point_array
outgoing, main, fopen
outgoing, main, alter_reader_parameters
outgoing, main, log10
outgoing, main, fclose
outgoing, main, set_graph_parameters
outgoing, main, begin_graph
outgoing, main, display_fonts
outgoing, main, display_usage
outgoing, main, new_reader
outgoing, main, new_multigrapher
outgoing, main, end_polyline_and_flush
outgoing, main, read_file
outgoing, main, xmalloc
outgoing, main, fprintf
outgoing, main, xstrdup
outgoing, main, __isoc99_sscanf
outgoing, main, draw_frame_of_graph
outgoing, main, delete_multigrapher
outgoing, main, array_bounds
outgoing, main, getopt_long
outgoing, main, open_file_for_reading
outgoing, main, display_version
outgoing, main, end_graph
outgoing, _start, abort
outgoing, _start, main
outgoing, _start, __libc_csu_fini
outgoing, _start, __libc_start_main
outgoing, _start, __libc_csu_init
outgoing, call_weak_fn, __gmon_start__
outgoing, __do_global_dtors_aux, deregister_tm_clones
outgoing, frame_dummy, register_tm_clones
outgoing, array_bounds, clip_line
outgoing, skip_some_whitespace, _IO_getc
outgoing, skip_some_whitespace, ungetc
outgoing, skip_some_whitespace, __ctype_b_loc
outgoing, read_point, _IO_getc
outgoing, read_point, __isoc99_fscanf
outgoing, read_point, fprintf
outgoing, read_point, skip_some_whitespace
outgoing, read_point, ungetc
outgoing, read_point, __ctype_b_loc
outgoing, read_point, log10
outgoing, read_point, feof
outgoing, read_point, fread
outgoing, new_reader, xmalloc
outgoing, read_file, xrealloc
outgoing, read_file, read_point
outgoing, read_file, reset_reader
outgoing, read_and_plot_file, plot_point
outgoing, read_and_plot_file, read_point
outgoing, read_and_plot_file, end_polyline_and_flush
outgoing, read_and_plot_file, reset_reader
outgoing, scale1, floor
outgoing, scale1, fprintf
outgoing, scale1, exit
outgoing, scale1, pow
outgoing, scale1, log10
outgoing, prepare_axis, floor
outgoing, prepare_axis, fprintf
outgoing, prepare_axis, ceil
outgoing, prepare_axis, scale1
outgoing, prepare_axis, exit
outgoing, prepare_axis, log10
outgoing, prepare_axis, pow
outgoing, plot_errorbar, pl_savestate_r
outgoing, plot_errorbar, pl_fline_r
outgoing, plot_errorbar, pl_linemod_r
outgoing, plot_errorbar, pl_restorestate_r
outgoing, print_tick_label, __isoc99_sscanf
outgoing, print_tick_label, sprintf
outgoing, print_tick_label, strchr
outgoing, print_tick_label, log10
outgoing, print_tick_label, pow
outgoing, plot_abscissa_log_subsubtick, print_tick_label
outgoing, plot_abscissa_log_subsubtick, pl_alabel_r
outgoing, plot_abscissa_log_subsubtick, pl_ffontsize_r
outgoing, plot_abscissa_log_subsubtick, pl_fcont_r
outgoing, plot_abscissa_log_subsubtick, pl_fontname_r
outgoing, plot_abscissa_log_subsubtick, pow
outgoing, plot_abscissa_log_subsubtick, pl_fmove_r
outgoing, plot_abscissa_log_subsubtick, pl_linemod_r
outgoing, plot_ordinate_log_subsubtick, pl_flabelwidth_r
outgoing, plot_ordinate_log_subsubtick, print_tick_label
outgoing, plot_ordinate_log_subsubtick, pl_alabel_r
outgoing, plot_ordinate_log_subsubtick, pl_ffontsize_r
outgoing, plot_ordinate_log_subsubtick, pl_fontname_r
outgoing, plot_ordinate_log_subsubtick, pl_fcont_r
outgoing, plot_ordinate_log_subsubtick, pow
outgoing, plot_ordinate_log_subsubtick, pl_fmove_r
outgoing, plot_ordinate_log_subsubtick, pl_linemod_r
outgoing, new_multigrapher, pl_newplparams
outgoing, new_multigrapher, pl_erase_r
outgoing, new_multigrapher, pl_setplparam
outgoing, new_multigrapher, pl_fspace_r
outgoing, new_multigrapher, pl_openpl_r
outgoing, new_multigrapher, pl_newpl_r
outgoing, new_multigrapher, xmalloc
outgoing, new_multigrapher, pl_deleteplparams
outgoing, delete_multigrapher, free
outgoing, delete_multigrapher, pl_closepl_r
outgoing, delete_multigrapher, pl_deletepl_r
outgoing, begin_graph, pl_fconcat_r
outgoing, begin_graph, pl_savestate_r
outgoing, end_graph, pl_restorestate_r
outgoing, set_graph_parameters, xstrdup
outgoing, set_graph_parameters, exit
outgoing, set_graph_parameters, prepare_axis
outgoing, set_graph_parameters, pl_havecap_r
outgoing, set_graph_parameters, fprintf
outgoing, draw_frame_of_graph, log10
outgoing, draw_frame_of_graph, pl_alabel_r
outgoing, draw_frame_of_graph, plot_ordinate_log_subsubtick
outgoing, draw_frame_of_graph, pl_havecap_r
outgoing, draw_frame_of_graph, pl_fbox_r
outgoing, draw_frame_of_graph, fprintf
outgoing, draw_frame_of_graph, pl_fontname_r
outgoing, draw_frame_of_graph, pl_fcont_r
outgoing, draw_frame_of_graph, pow
outgoing, draw_frame_of_graph, pl_fmove_r
outgoing, draw_frame_of_graph, pl_flushpl_r
outgoing, draw_frame_of_graph, pl_fline_r
outgoing, draw_frame_of_graph, print_tick_label
outgoing, draw_frame_of_graph, pl_restorestate_r
outgoing, draw_frame_of_graph, pl_ffontsize_r
outgoing, draw_frame_of_graph, pl_filltype_r
outgoing, draw_frame_of_graph, plot_abscissa_log_subsubtick
outgoing, draw_frame_of_graph, pl_textangle_r
outgoing, draw_frame_of_graph, pl_pencolorname_r
outgoing, draw_frame_of_graph, pl_flinewidth_r
outgoing, draw_frame_of_graph, pl_savestate_r
outgoing, draw_frame_of_graph, pl_flabelwidth_r
outgoing, draw_frame_of_graph, pl_colorname_r
outgoing, draw_frame_of_graph, ceil
outgoing, draw_frame_of_graph, floor
outgoing, draw_frame_of_graph, pl_linemod_r
outgoing, plot_point, plot_errorbar
outgoing, plot_point, pl_colorname_r
outgoing, plot_point, pl_fmarker_r
outgoing, plot_point, pl_restorestate_r
outgoing, plot_point, pl_filltype_r
outgoing, plot_point, pl_fcont_r
outgoing, plot_point, pl_fontname_r
outgoing, plot_point, pl_fmove_r
outgoing, plot_point, compute_outcode
outgoing, plot_point, pl_linemod_r
outgoing, plot_point, pl_flinewidth_r
outgoing, plot_point, pl_savestate_r
outgoing, plot_point_array, plot_point
outgoing, end_polyline_and_flush, pl_endpath_r
outgoing, end_polyline_and_flush, pl_flushpl_r
outgoing, display_fonts, pl_newplparams
outgoing, display_fonts, free
outgoing, display_fonts, fwrite
