_init, basic@08048ee8, 08048ee8, 08048f0a
plot_point, basic@08054569, 08054569, 0805456b
plot_point, basic@0805456f, 0805456f, 0805458c
plot_point, basic@0805458e, 0805458e, 0805458e
plot_point, basic@08054594, 08054594, 080545b3
plot_point, basic@080545b5, 080545b5, 080545bd
plot_point, basic@080545c1, 080545c1, 080545fa
plot_point, basic@08054998, 08054998, 080549c2
plot_point, basic@080549c4, 080549c4, 080549c6
plot_point, basic@080549ca, 080549ca, 080549e7
plot_point, basic@080549e9, 080549e9, 080549e9
plot_point, basic@080549ef, 080549ef, 08054a0e
plot_point, basic@08054a10, 08054a10, 08054a18
plot_point, basic@08054a1c, 08054a1c, 08054a45
plot_point, basic@08054166, 08054166, 0805416d
plot_point_array, basic@08054bd0, 08054bd0, 08054be7
plot_point_array, basic@08054bf0, 08054bf0, 08054c05
plot_point_array, basic@08054c07, 08054c07, 08054c0e
end_polyline_and_flush, basic@08054c10, 08054c10, 08054c35
display_fonts, basic@08054c40, 08054c40, 08054c50
display_fonts, basic@08054c6c, 08054c6c, 08054c70
display_fonts, basic@08054c58, 08054c58, 08054c6a
display_fonts, basic@08054ca0, 08054ca0, 08054caa
display_fonts, basic@08054cac, 08054cac, 08054cac
display_fonts, basic@08054cac, 08054cac, 08054cac
display_fonts, basic@08054cae, 08054cae, 08054cb0
display_fonts, basic@08054c72, 08054c72, 08054c8b
display_fonts, basic@08054cb2, 08054cb2, 08054cd8
display_fonts, basic@0805538e, 0805538e, 080553a6
display_fonts, basic@08054cde, 08054cde, 08054cf4
display_fonts, basic@0805501e, 0805501e, 08055035
display_fonts, basic@080553d8, 080553d8, 080553ef
display_fonts, basic@0805503b, 0805503b, 08055044
display_fonts, basic@08055048, 08055048, 0805505d
display_fonts, basic@0805505f, 0805505f, 0805507f
display_fonts, basic@080550a5, 080550a5, 080550a9
display_fonts, basic@080550ab, 080550ab, 080550ae
display_fonts, basic@08055088, 08055088, 0805508a
display_fonts, basic@08055387, 08055387, 08055389
display_fonts, basic@08055090, 08055090, 0805509f
display_fonts, basic@0805524b, 0805524b, 08055268
display_fonts, basic@0805526e, 0805526e, 0805527b
display_fonts, basic@08055280, 08055280, 08055309
display_fonts, basic@08055310, 08055310, 08055320
display_fonts, basic@08055322, 08055322, 08055326
display_fonts, basic@08055328, 08055328, 08055328
display_fonts, basic@08055330, 08055330, 08055340
display_fonts, basic@08055342, 08055342, 08055349
display_fonts, basic@08055353, 08055353, 08055359
display_fonts, basic@0805535f, 0805535f, 08055382
display_fonts, basic@08054cfa, 08054cfa, 08054d10
display_fonts, basic@080550b4, 080550b4, 080550c9
display_fonts, basic@08055448, 08055448, 0805544a
display_fonts, basic@080550cf, 080550cf, 080550d9
display_fonts, basic@080550e0, 080550e0, 080550f0
display_fonts, basic@080550f2, 080550f2, 080550f2
display_fonts, basic@080550f5, 080550f5, 0805511d
display_fonts, basic@0805542c, 0805542c, 08055443
display_fonts, basic@08055123, 08055123, 0805512d
display_fonts, basic@08055130, 08055130, 08055132
display_fonts, basic@08055134, 08055134, 0805513b
display_fonts, basic@0805513d, 0805513d, 08055140
display_fonts, basic@08055143, 08055143, 08055153
display_fonts, basic@08055155, 08055155, 08055185
display_fonts, basic@0805544f, 0805544f, 08055457
display_fonts, basic@0805518b, 0805518b, 0805519a
display_fonts, basic@080551a0, 080551a0, 08055221
display_fonts, basic@0805522b, 0805522b, 08055231
display_fonts, basic@080553ab, 080553ab, 080553d3
display_fonts, basic@08055237, 08055237, 08055246
display_fonts, basic@08054d16, 08054d16, 08054d2c
display_fonts, basic@08054ed5, 08054ed5, 08054eec
display_fonts, basic@080553f4, 080553f4, 0805540b
display_fonts, basic@08054ef2, 08054ef2, 08054ef9
display_fonts, basic@08054f00, 08054f00, 08054f10
display_fonts, basic@08054f12, 08054f12, 08054f42
display_fonts, basic@08054f48, 08054f48, 08054f69
display_fonts, basic@08054f70, 08054f70, 08054fe2
display_fonts, basic@08054fe8, 08054fe8, 08054fee
display_fonts, basic@08054ff4, 08054ff4, 08055019
display_fonts, basic@08054d32, 08054d32, 08054d48
display_fonts, basic@08054d98, 08054d98, 08054daf
display_fonts, basic@08055410, 08055410, 08055427
display_fonts, basic@08054db5, 08054db5, 08054dbc
display_fonts, basic@08054dc0, 08054dc0, 08054dd0
display_fonts, basic@08054dd2, 08054dd2, 08054e02
display_fonts, basic@08054e08, 08054e08, 08054e25
display_fonts, basic@08054e28, 08054e28, 08054e99
display_fonts, basic@08054e9f, 08054e9f, 08054ea5
display_fonts, basic@08054eab, 08054eab, 08054ed0
display_fonts, basic@08054d4a, 08054d4a, 08054d53
display_fonts, basic@08054d59, 08054d59, 08054d5d
display_fonts, basic@08054d63, 08054d63, 08054d97
display_fonts, basic@08054c8e, 08054c8e, 08054c97
list_fonts, basic@08055460, 08055460, 08055470
list_fonts, basic@0805548e, 0805548e, 08055492
list_fonts, basic@08055494, 08055494, 080554b7
list_fonts, basic@08055478, 08055478, 0805548c
list_fonts, basic@080554c0, 080554c0, 080554e4
list_fonts, basic@080554ea, 080554ea, 080554fd
list_fonts, basic@08055660, 08055660, 08055670
list_fonts, basic@08055670, 08055670, 08055670
list_fonts, basic@08055694, 08055694, 08055699
list_fonts, basic@0805569b, 0805569b, 080556b2
list_fonts, basic@08055680, 08055680, 0805568e
list_fonts, basic@08055503, 08055503, 08055516
list_fonts, basic@080555f0, 080555f0, 08055611
list_fonts, basic@08055611, 08055611, 08055611
list_fonts, basic@08055620, 08055620, 08055622
list_fonts, basic@08055624, 08055624, 0805562c
list_fonts, basic@0805562e, 0805562e, 08055642
list_fonts, basic@08055645, 08055645, 08055653
list_fonts, basic@0805551c, 0805551c, 0805552f
list_fonts, basic@080555a0, 080555a0, 080555b0
list_fonts, basic@080555b0, 080555b0, 080555b0
list_fonts, basic@080555c0, 080555c0, 080555e5
list_fonts, basic@08055531, 08055531, 08055544
list_fonts, basic@08055558, 08055558, 08055568
list_fonts, basic@08055568, 08055568, 08055568
list_fonts, basic@08055570, 08055570, 08055595
list_fonts, basic@08055546, 08055546, 08055554
list_fonts, basic@080554ae, 080554ae, 080556cc
elementp, basic@080556e0, 080556e0, 080556e8
elementp, basic@080556f4, 080556f4, 080556fc
elementp, basic@080556f0, 080556f0, 080556f2
elementp, basic@08055708, 08055708, 0805570d
elementp, basic@080556fe, 080556fe, 08055700
display_usage, basic@08055710, 08055710, 08055761
display_usage, basic@08055767, 08055767, 08055769
display_usage, basic@08055770, 08055770, 08055775
display_usage, basic@08055784, 08055784, 0805578c
display_usage, basic@0805578e, 0805578e, 080557a5
display_usage, basic@080558d0, 080558d0, 080558ec
display_usage, basic@080557ab, 080557ab, 080557cf
display_usage, basic@08055888, 08055888, 080558a8
display_usage, basic@080557d5, 080557d5, 080557db
display_usage, basic@080558a8, 080558a8, 080558a8
display_usage, basic@080558ae, 080558ae, 080558c8
display_usage, basic@080557e1, 080557e1, 080557e4
display_usage, basic@080558f8, 080558f8, 08055912
display_usage, basic@080557ea, 080557ea, 080557fd
display_usage, basic@08055780, 08055780, 08055782
display_usage, basic@08055800, 08055800, 08055807
display_usage, basic@0805580d, 0805580d, 08055813
display_usage, basic@0805592f, 0805592f, 08055947
display_usage, basic@08055819, 08055819, 08055833
display_usage, basic@08055839, 08055839, 08055843
display_usage, basic@0805599e, 0805599e, 080559b8
display_usage, basic@0805594d, 0805594d, 08055964
display_usage, basic@08055967, 08055967, 08055999
display_usage, basic@08055849, 08055849, 0805584c
display_usage, basic@08055852, 08055852, 08055858
display_usage, basic@08055917, 08055917, 0805592a
display_usage, basic@0805585e, 0805585e, 0805587e
display_version, basic@080559c0, 080559c0, 08055a30
exchange, basic@08055a40, 08055a40, 08055a69
exchange, basic@08055a72, 08055a72, 08055a72
exchange, basic@08055a74, 08055a74, 08055a77
exchange, basic@08055ab5, 08055ab5, 08055ad3
exchange, basic@08055a79, 08055a79, 08055a84
exchange, basic@08055ad8, 08055ad8, 08055ada
exchange, basic@08055adc, 08055adc, 08055af2
exchange, basic@08055af8, 08055af8, 08055b07
exchange, basic@08055b0d, 08055b0d, 08055b10
exchange, basic@08055a86, 08055a86, 08055a88
exchange, basic@08055b15, 08055b15, 08055b17
exchange, basic@08055a8e, 08055a8e, 08055a9a
exchange, basic@08055aa0, 08055aa0, 08055aaf
_getopt_internal, basic@08055b20, 08055b20, 08055b3c
_getopt_internal, basic@08055cd8, 08055cd8, 08055d09
_getopt_internal, basic@080560f0, 080560f0, 080560ff
_getopt_internal, basic@08055d0f, 08055d0f, 08055d11
_getopt_internal, basic@08055ff0, 08055ff0, 08055fff
_getopt_internal, basic@08055d17, 08055d17, 08055d29
_getopt_internal, basic@08055ef8, 08055ef8, 08055f09
_getopt_internal, basic@08055d2f, 08055d2f, 08055d2f
_getopt_internal, basic@08055b42, 08055b42, 08055b4a
_getopt_internal, basic@08055b50, 08055b50, 08055b53
_getopt_internal, basic@08055c30, 08055c30, 08055c39
_getopt_internal, basic@08055f10, 08055f10, 08055f1e
_getopt_internal, basic@080561b8, 080561b8, 080561ba
_getopt_internal, basic@080561c0, 080561c0, 080561c5
_getopt_internal, basic@08055f24, 08055f24, 08055f26
_getopt_internal, basic@08055f28, 08055f28, 08055f31
_getopt_internal, basic@08055f36, 08055f36, 08055f3a
_getopt_internal, basic@08055f60, 08055f60, 08055f66
_getopt_internal, basic@08055f68, 08055f68, 08055f6c
_getopt_internal, basic@08055f50, 08055f50, 08055f5a
_getopt_internal, basic@0805600a, 0805600a, 08056019
_getopt_internal, basic@08055d48, 08055d48, 08055d48
_getopt_internal, basic@08055c3f, 08055c3f, 08055c43
_getopt_internal, basic@08055c49, 08055c49, 08055c53
_getopt_internal, basic@08055c55, 08055c55, 08055c59
_getopt_internal, basic@08055c5f, 08055c5f, 08055c63
_getopt_internal, basic@08055c69, 08055c69, 08055c7f
_getopt_internal, basic@08055c85, 08055c85, 08055c87
_getopt_internal, basic@08055c89, 08055c89, 08055c92
_getopt_internal, basic@08055c98, 08055c98, 08055ca6
_getopt_internal, basic@08055edb, 08055edb, 08055edd
_getopt_internal, basic@08055edf, 08055edf, 08055edf
_getopt_internal, basic@08055ee5, 08055ee5, 08055ef3
_getopt_internal, basic@08055f80, 08055f80, 08055f88
_getopt_internal, basic@08055cb0, 08055cb0, 08055cb2
_getopt_internal, basic@08055ee5, 08055ee5, 08055ef3
_getopt_internal, basic@08055cb8, 08055cb8, 08055cd4
_getopt_internal, basic@08055f8e, 08055f8e, 08055fa8
_getopt_internal, basic@08055b5b, 08055b5b, 08055b5d
_getopt_internal, basic@08056028, 08056028, 0805603a
_getopt_internal, basic@08055b63, 08055b63, 08055b8c
_getopt_internal, basic@08055b92, 08055b92, 08055b98
_getopt_internal, basic@08055d58, 08055d58, 08055d60
_getopt_internal, basic@08055d62, 08055d62, 08055d79
_getopt_internal, basic@08055d80, 08055d80, 08055d8c
_getopt_internal, basic@08055d8c, 08055d8c, 08055d8c
_getopt_internal, basic@08055eb6, 08055eb6, 08055eb8
_getopt_internal, basic@08055eba, 08055eba, 08055ebe
_getopt_internal, basic@08055ea8, 08055ea8, 08055eb0
_getopt_internal, basic@08055d98, 08055d98, 08055d9c
_getopt_internal, basic@08055ebe, 08055ebe, 08055ebe
_getopt_internal, basic@08055da2, 08055da2, 08055dca
_getopt_internal, basic@08055de4, 08055de4, 08055df7
_getopt_internal, basic@08055df9, 08055df9, 08055e0b
_getopt_internal, basic@08055e11, 08055e11, 08055e17
_getopt_internal, basic@08055e19, 08055e19, 08055e2b
_getopt_internal, basic@08055dd0, 08055dd0, 08055dd0
_getopt_internal, basic@08055dd8, 08055dd8, 08055de2
_getopt_internal, basic@08055e30, 08055e30, 08055e3a
_getopt_internal, basic@08055e40, 08055e40, 08055e49
_getopt_internal, basic@08055e4b, 08055e4b, 08055e74
_getopt_internal, basic@08055e77, 08055e77, 08055ea4
_getopt_internal, basic@08056040, 08056040, 08056046
_getopt_internal, basic@08056054, 08056054, 08056063
_getopt_internal, basic@08056104, 08056104, 08056108
_getopt_internal, basic@080561fc, 080561fc, 08056200
_getopt_internal, basic@08056240, 08056240, 08056249
_getopt_internal, basic@0805633f, 0805633f, 08056369
_getopt_internal, basic@08055ccb, 08055ccb, 08056272
_getopt_internal, basic@08056202, 08056202, 0805621f
_getopt_internal, basic@08056069, 08056069, 0805606e
_getopt_internal, basic@08056074, 08056074, 0805607d
_getopt_internal, basic@0805607f, 0805607f, 0805608e
_getopt_internal, basic@08056277, 08056277, 08056298
_getopt_internal, basic@08056094, 08056094, 080560b9
_getopt_internal, basic@08055ccb, 08055ccb, 080560d4
_getopt_internal, basic@080561ee, 080561ee, 080561f7
_getopt_internal, basic@0805610e, 0805610e, 08056127
_getopt_internal, basic@08056129, 08056129, 0805612d
_getopt_internal, basic@0805612f, 0805612f, 08056134
_getopt_internal, basic@08055ccb, 08055ccb, 08056141
_getopt_internal, basic@08055ccb, 08055ccb, 0805623b
_getopt_internal, basic@08056146, 08056146, 0805614c
_getopt_internal, basic@0805629d, 0805629d, 080562a2
_getopt_internal, basic@080562a4, 080562a4, 080562bb
_getopt_internal, basic@0805636e, 0805636e, 08056375
_getopt_internal, basic@0805630a, 0805630a, 08056311
_getopt_internal, basic@08056152, 08056152, 0805615a
_getopt_internal, basic@0805615c, 0805615c, 08056161
_getopt_internal, basic@08056167, 08056167, 08056192
_getopt_internal, basic@08056317, 08056317, 0805633a
_getopt_internal, basic@08055ccb, 08055ccb, 080561b0
_getopt_internal, basic@08055b9e, 08055b9e, 08055ba2
_getopt_internal, basic@08055bad, 08055bad, 08055bc0
_getopt_internal, basic@08055bc2, 08055bc2, 08055bc2
_getopt_internal, basic@08055bc9, 08055bc9, 08055bce
_getopt_internal, basic@08055bd4, 08055bd4, 08055bd6
_getopt_internal, basic@08055fb0, 08055fb0, 08055fb8
_getopt_internal, basic@08055fba, 08055fba, 08055fd1
_getopt_internal, basic@08055fd4, 08055fd4, 08055fe8
_getopt_internal, basic@08055bdc, 08055bdc, 08055be0
_getopt_internal, basic@08055ccb, 08055ccb, 08055cd4
_getopt_internal, basic@08055be6, 08055be6, 08055bea
_getopt_internal, basic@08056224, 08056224, 08056227
_getopt_internal, basic@08055c1d, 08055c1d, 08056233
_getopt_internal, basic@08055bf0, 08055bf0, 08055bf3
_getopt_internal, basic@08055bf9, 08055bf9, 08055c02
_getopt_internal, basic@080562cb, 080562cb, 080562d3
_getopt_internal, basic@080562d5, 080562d5, 080562ec
_getopt_internal, basic@08055c1d, 08055c1d, 08056305
_getopt_internal, basic@08055c08, 08055c08, 08055cd4
_getopt_internal, basic@08055c1d, 08055c1d, 080561e9
gnu_getopt, basic@08056380, 08056380, 0805639d
getopt_long, basic@080563a0, 080563a0, 080563c1
getopt_long_only, basic@080563d0, 080563d0, 080563f1
xmalloc, basic@08056400, 08056400, 08056411
xmalloc, basic@08056417, 08056417, 0805642b
xmalloc, basic@08056413, 08056413, 08056416
xrealloc, basic@08056430, 08056430, 08056445
xrealloc, basic@0805644b, 0805644b, 0805645f
xrealloc, basic@08056447, 08056447, 0805644a
xcalloc, basic@08056470, 08056470, 08056485
xcalloc, basic@0805648b, 0805648b, 0805649f
xcalloc, basic@08056487, 08056487, 0805648a
xstrdup, basic@080564b0, 080564b0, 080564dc
__libc_csu_init, basic@080564e0, 080564e0, 08056512
__libc_csu_init, basic@08056518, 08056518, 08056537
__libc_csu_init, basic@08056539, 08056539, 08056540
__libc_csu_fini, basic@08056550, 08056550, 08056550
_fini, basic@08056554, 08056554, 08056567
