_init,basic@00011360, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1
free_pattern_chain,basic@000115b4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
free_pattern_chain,basic@000115c4, 4, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 1
free_pattern_chain,basic@0001160c, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1
free_pattern_chain,basic@000115cc, 6, 0, 0, 1, 0, 2, 0, 1, 2, 0, 5, 2
free_pattern_chain,basic@000115dc, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0
free_pattern_chain,basic@000115e0, 5, 0, 0, 1, 0, 1, 1, 1, 1, 0, 3, 1
free_pattern_chain,basic@000115f0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0
free_pattern_chain,basic@000115fc, 5, 0, 0, 1, 1, 1, 2, 0, 0, 0, 1, 0
compile_pattern,basic@00011618, 14, 0, 0, 1, 1, 4, 5, 1, 2, 0, 10, 1
compile_pattern,basic@00011684, 4, 0, 1, 1, 0, 0, 0, 1, 1, 0, 3, 2
compile_pattern,basic@0001169c, 10, 0, 0, 1, 1, 1, 5, 1, 1, 0, 7, 2
compile_pattern,basic@000116b8, 9, 0, 0, 1, 1, 1, 5, 1, 0, 0, 6, 6
compile_pattern,basic@000116d0, 4, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1
compile_pattern,basic@000116e0, 43, 0, 0, 1, 2, 7, 25, 1, 7, 0, 35, 7
compile_pattern,basic@00011768, 14, 1, 0, 1, 1, 2, 8, 1, 0, 0, 8, 0
compile_pattern,basic@00011788, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0
compile_pattern,basic@0001178c, 3, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1
compile_pattern,basic@000117d8, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
compile_pattern,basic@00011824, 13, 1, 0, 0, 1, 4, 5, 0, 2, 0, 13, 3
compile_pattern,basic@00011854, 10, 1, 0, 1, 0, 6, 1, 1, 0, 0, 3, 2
compile_pattern,basic@00011860, 4, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0
compile_pattern,basic@000118b8, 12, 1, 0, 1, 0, 4, 6, 0, 0, 0, 11, 1
compile_pattern,basic@0001188c, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
compile_pattern,basic@000118d4, 12, 1, 0, 1, 0, 4, 6, 0, 0, 0, 11, 4
compile_pattern,basic@00011894, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
compile_pattern,basic@000118f0, 11, 1, 0, 0, 0, 4, 6, 0, 0, 0, 11, 1
compile_pattern,basic@0001189c, 12, 1, 0, 1, 0, 4, 6, 0, 0, 0, 11, 1
compile_pattern,basic@00011908, 11, 0, 0, 0, 1, 2, 7, 0, 1, 0, 9, 5
compile_pattern,basic@000117ec, 9, 0, 0, 1, 1, 3, 4, 0, 0, 0, 6, 3
compile_pattern,basic@00011798, 8, 0, 0, 1, 1, 2, 4, 0, 0, 0, 6, 3
compile_pattern,basic@0001167c, 7, 0, 0, 1, 0, 2, 4, 0, 0, 0, 1, 1
compile_pattern,basic@00011944, 7, 0, 0, 1, 0, 0, 5, 1, 0, 0, 0, 0
compile_pattern,basic@00011960, 5, 0, 0, 1, 0, 4, 0, 0, 0, 0, 1, 1
compile_pattern,basic@0001195c, 9, 0, 0, 1, 1, 3, 4, 0, 0, 0, 5, 1
read_pattern_file,basic@000119a8, 4, 0, 0, 1, 0, 2, 0, 1, 0, 0, 2, 0
read_pattern_file,basic@000119f8, 4, 0, 0, 1, 0, 1, 0, 1, 1, 0, 4, 3
read_pattern_file,basic@00011a38, 12, 0, 0, 1, 1, 3, 6, 1, 0, 0, 8, 1
read_pattern_file,basic@00011a54, 21, 0, 0, 1, 3, 2, 15, 0, 0, 0, 18, 2
read_pattern_file,basic@00011a04, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0
read_pattern_file,basic@00011a20, 10, 0, 0, 1, 0, 1, 8, 0, 0, 0, 1, 1
read_pattern_file,basic@00011ad8, 17, 0, 0, 1, 1, 0, 13, 1, 1, 0, 9, 2
read_pattern_file,basic@00011b84, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
read_pattern_file,basic@00011b9c, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1
read_pattern_file,basic@00011ba4, 7, 0, 0, 0, 1, 1, 5, 0, 0, 0, 6, 1
read_pattern_file,basic@00011af8, 11, 0, 0, 1, 1, 2, 6, 0, 1, 0, 7, 1
read_pattern_file,basic@00011ab0, 10, 0, 0, 1, 0, 1, 7, 1, 0, 0, 0, 0
read_pattern_file,basic@00011a94, 17, 1, 1, 1, 1, 4, 6, 1, 2, 0, 14, 2
read_pattern_file,basic@00011abc, 11, 1, 0, 1, 0, 1, 7, 1, 0, 0, 5, 3
read_pattern_file,basic@00011b08, 16, 0, 0, 1, 1, 2, 11, 1, 0, 0, 14, 1
read_pattern_file,basic@00011b28, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 1
read_pattern_file,basic@00011b38, 6, 0, 0, 0, 0, 1, 5, 0, 0, 0, 6, 0
read_pattern_file,basic@00011b40, 16, 0, 0, 1, 1, 1, 12, 1, 0, 0, 9, 2
read_pattern_file,basic@00011b20, 7, 0, 0, 1, 0, 1, 5, 0, 0, 0, 1, 1
read_pattern_file,basic@00011bb0, 8, 0, 0, 1, 0, 0, 6, 1, 0, 0, 0, 0
read_pattern_file,basic@00011bcc, 12, 0, 0, 1, 1, 5, 5, 0, 0, 0, 6, 1
read_pattern_file,basic@00011bd0, 7, 0, 0, 1, 0, 6, 0, 0, 0, 0, 1, 1
